"発行通番","JIS地区コード","お問合せ番号","伝票番号","出荷日","荷送人コード","荷送人ｶﾅ","荷送人名1","荷送人名2","荷送人郵便番号","荷送人住所1","荷送人住所2","荷送人住所3","荷送人TEL","支払人コード","荷受人コード","荷受人ｶﾅ","荷受人名1","荷受人名2","荷受人郵便番号","荷受人住所1","荷受人住所2","荷受人住所3","荷受人TEL","所属店名","所属店電話番号","路線着地コード","路線着店名","路線仕分番号","配送指定日","記事1","記事2","記事3","記事4","記事5","記事6","記事7","記事8","個数","パレット数","重量","容積","保険料","荷札印刷枚数","送り状印刷時間","荷札印刷時間","貨物受領書印刷時間","出荷一覧印刷時間","着店コード","荷受人郵便番号整合性チェックフラグ"
" ","27120","3205796860","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　あびこ店　．","","5580011","大阪府大阪市住吉区苅田５－１９－","１３－２０１","","06-6607-2057","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11224","3205796871","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　ＪＲ戸田公園店","．","3350023","埼玉県戸田市本町４－１５－１２","","","048-420-2271","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","26201","3205796882","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　９号線福知山店","．","6200931","京都府福知山市篠尾北羽合１２２０","","","0773-25-2329","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","9201","3205796893","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　４号線宇都宮泉","が丘店　．","3210952","栃木県宇都宮市泉が丘５－８－２","","","028-689-3656","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","12230","3205796904","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　４０９八街店","．","2891104","千葉県八街市文違字文違野３０１－","３４３３","","043-440-1577","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","10205","3205796915","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　４０７太田店","．","3730823","群馬県太田市西矢島町６０８－１","","","0276-49-0287","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","12231","3205796926","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　３５６印西店","．","2701327","千葉県印西市大森２５３１－１","","","0476-40-3056","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","8211","3205796930","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　２９４石下店","．","3002706","茨城県常総市大字新石下１６０３－","１","","0297-30-8670","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","24201","3205796941","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　２３号津店　．","","5140102","三重県津市栗真町屋町４５１－２","","","059-231-5717","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13201","3205796952","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　２０号八王子並","木町店　．","1930831","東京都八王子市並木町１９－１","","","042-668-8251","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","14207","3205796963","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　１号線辻堂店","．","2530014","神奈川県茅ヶ崎市本宿町２－２０","","","0467-50-4683","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11202","3205796974","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　１７号籠原新堀","店　．","3600841","埼玉県熊谷市新堀８６１－１","","","048-533-5177","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","28218","3205796985","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　１７５小野店","．","6751317","兵庫県小野市浄谷町４０－１","","","0794-62-5658","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11104","3205796996","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　１６号深作店","．","3370003","埼玉県さいたま市見沼区深作３－２","７－７","","048-687-7996","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","20212","3205797000","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　１４７大町店","．","3980004","長野県大町市常盤字上橋５８９２－","３","","0261-21-3150","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11202","3205797011","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　１４０熊谷広瀬","店　．","3600833","埼玉県熊谷市広瀬１５５－１","","","048-527-6687","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","22208","3205797022","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　１３５伊東店","．","4140002","静岡県伊東市湯川４－３－２２","","","0557-38-0888","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","12410","3205797033","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　１２６横芝店","．","2891732","千葉県山武郡横芝光町横芝８０９－","１","","0479-80-1277","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","8443","3205797044","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本マクドナルド　１２５阿見店","．","3000337","茨城県稲敷郡阿見町中郷２－３０－","３","","029-891-0205","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23210","3205797055","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","魚国総本社　名古屋本部　刈谷セ","ンター　厨房担当者　９０００","4480031","愛知県刈谷市東新町５丁目１１８","","","0566-27-1021","","","","",""," ","＊必ず株式会社魚国総","本社様へ届けて下さい","","","","","","","1","","20","","","","","","","","",""
" ","23236","3205797066","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","魚国総本社　厨房担当者　７６４","９","4700214","愛知県みよし市明知町西山１　トヨ","タ自動車明知工場　第１食堂　第２","様内","0561-32-6965","","","","",""," ","＊必ず株式会社魚国総","本社様へ届けて下さい","","","","","","","1","","20","","","","","","","","",""
" ","23205","3205797070","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","魚国総本社　厨房担当者　７４５","３","4750836","愛知県半田市青山７－８３　日本ガ","イシ　青山寮様内","","0569-24-0800","","","","",""," ","＊必ず株式会社魚国総","本社様へ届けて下さい","","","","","","","1","","20","","","","","","","","",""
" ","22203","3205797081","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","魚国総本社　厨房担当者　２０９","０","4108601","静岡県沼津市沼北町１－５－１５","沼津市立金岡保育所　給食室様内","","055-922-2011","","","","",""," ","＊必ず株式会社魚国総","本社様へ届けて下さい","","","","","","","1","","20","","","","","","","","",""
" ","23108","3205797092","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","魚国総本社　厨房担当者　１９６","４","4670027","愛知県名古屋市瑞穂区田辺通一丁目","２１番地　社会福祉法人富田福祉会","美保岐の丘様内","052-837-3399","","","","",""," ","＊必ず株式会社魚国総","本社様へ届けて下さい","","","","","","","1","","20","","","","","","","","",""
" ","23210","3205797103","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","魚国総本社　厨房担当者　１６４","５","4480021","愛知県刈谷市八軒町５丁目５０番地","アイシン　共同館　７Ｆ食堂様","内","09062794525","","","","",""," ","＊必ず株式会社魚国総","本社様へ届けて下さい","","","","","","","1","","20","","","","","","","","",""
" ","23209","3205797114","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","魚国総本社　厨房担当者　１２２","２","4470077","愛知県碧南市屋敷町１丁目２１番地","中央発條　　碧南工場様内","","0566-48-3850","","","","",""," ","＊必ず株式会社魚国総","本社様へ届けて下さい","","","","","","","1","","20","","","","","","","","",""
" ","27113","3205797125","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ユ－サ－ビス　　吉見　佳代","","5550011","大阪府大阪市西淀川区竹島４－１－","２８","","06-6477-4305","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27204","3205797136","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","魚国総本社責任者　責任　者","","5630045","大阪府池田市桃園町２－１－１　ダ","イハツ工業　　池田第１工場内","","072-751-9559","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27144","3205797140","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","魚国総本社責任者　責任　者","","5928332","大阪府堺市西区石津西町１４－２","クボタケミックス　堺工場内","","072-245-8137","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27224","3205797151","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","魚国総本社責任者　責任　者","","5660022","大阪府摂津市三島２丁目５番１号","シオノギ摂津工場内","","06-6383-8135","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","28111","3205797162","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","魚国総本社責任者　責任　者","","6512264","兵庫県神戸市西区平野町大畑６－１","特定医療法人誠仁会　介護老人保","健施設　ひらの内","078-961-5301","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","12106","3205797173","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","恵比寿かつ彩　イオンモール幕張新","都心店","2610024","千葉県千葉市美浜区豊砂１－１イオ","ンモール幕張新都心グランドモール","２Ｆ","043-306-4760","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13119","3205797184","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","とんかつ新宿さぼてん　板橋仲宿商","店街店","1730005","東京都板橋区仲宿３９－８","","","03-5375-6277","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","14205","3205797195","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","とんかつ新宿さぼてん　藤沢サンパ","ール店","2510052","神奈川県藤沢市藤沢５５５さいかや","デパート８Ｆ","","0466-27-5488","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","26209","3205797206","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","とんかつ新宿さぼてん　長岡西友店","","6170823","京都府長岡京市長岡２－２－３５西","友１Ｆ","","075-952-5732","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13109","3205797210","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","とんかつ新宿さぼてん　大井町アト","レ店","1400014","東京都品川区大井１－２－１アトレ","６Ｆ","","03-5709-7365","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23213","3205797221","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","とんかつ新宿さぼてん　ヴェルサウ","ォーク西尾店","4450064","愛知県西尾市高畠町３丁目２３－９","ヴェルサウォーク西尾１Ｆ","","0563-79-5395","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11208","3205797232","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","とんかつ新宿さぼてん　デリカグラ","ンエミオ所沢店","3590037","埼玉県所沢市くすのき台１－１４－","５グランエミオ所沢１Ｆ","","04-2968-6850","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13122","3205797243","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","とんかつ新宿さぼてん　アリオ亀有","店","1250061","東京都葛飾区亀有３－４９－３アリ","オ亀有１Ｆ","","03-6662-5058","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11237","3205797254","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","とんかつ新宿さぼてん　ららぽーと","新三郷店","3418550","埼玉県三郷市新三郷ららシティ３－","１－１ららぽーと新三郷２Ｆ","","048-951-1073","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","14117","3205797265","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","とんかつ新宿さぼてん　たまプラー","ザテラス店","2250002","神奈川県横浜市青葉区美しが丘１丁","目１－２たまプラーザテラス３Ｆ","","045-904-3858","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13215","3205797276","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","とんかつ新宿さぼてん　ｎｏｎｏｗ","ａ国立店","1860001","東京都国立市北１－１４－１７ｎｏ","ｎｏｗａ国立","","042-505-8691","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","29201","3205797280","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","たごさく西大寺駅店","","6310823","奈良県奈良市西大寺国見町１－１－","１","","0742-36-7703","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","14152","3205797291","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","生活協同組合パルシステム神奈川","相模センター　申請者","2520243","神奈川県相模原市中央区上溝２１８","－１","","042-778-4889","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","14108","3205797302","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","生活協同組合パルシステム神奈川","田口様　中村様　山口様","2360004","神奈川県横浜市金沢区福浦２－６－","１３","","045-790-1052","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","9203","3205797313","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","恵産業（株）とちぎメディカルセン","ターセントラルキッチン　給食室","3280043","栃木県栃木市境町２７－２１","","","0282-21-8353","","","","",""," ","必ず給食室にお届けお","願い致します","","","","","","","1","","20","","","","","","","","",""
" ","10205","3205797324","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","承知の助　イオンモール太田店","","3730808","群馬県太田市石原町８１番地　イオ","ンモール太田　店舗番号１６３","","0276-55-5776","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","14152","3205797335","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","がってん寿司　相模原星が丘店","","2520238","神奈川県相模原市中央区星が丘１－","１０－１","","042-730-2201","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11110","3205797346","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","かつ敏　岩槻店","","3390061","埼玉県さいたま市岩槻区岩槻６９３","３－１","","048-767-7872","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","10204","3205797350","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","承知の助　伊勢崎店（グラヴス）","","3720031","群馬県伊勢崎市今泉町１－１２２２","","","0270-22-3636","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11464","3205797361","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ジョイフル杉戸配送センター　藤岡","","3450012","埼玉県北葛飾郡杉戸町大字深輪３９","８－１２","","0480-36-5141","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11464","3205797372","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ジョイフル杉戸配送センター　真岡","","3450012","埼玉県北葛飾郡杉戸町大字深輪３９","８－１２","","0480-36-5141","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11464","3205797383","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ジョイフル杉戸配送センター　館林","","3450012","埼玉県北葛飾郡杉戸町大字深輪３９","８－１２","","0480-36-5141","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11464","3205797394","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ジョイフル杉戸配送センター　羽生","","3450012","埼玉県北葛飾郡杉戸町大字深輪３９","８－１２","","0480-36-5141","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11464","3205797405","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ジョイフル杉戸配送センター　伊勢","崎除ヶ町","3450012","埼玉県北葛飾郡杉戸町大字深輪３９","８－１２","","0480-36-5141","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","11464","3205797416","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ジョイフル杉戸配送センター　ひた","ちなか","3450012","埼玉県北葛飾郡杉戸町大字深輪３９","８－１２","","0480-36-5141","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23219","3205797420","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ジョイフル　小牧センター　北名","古屋沖村","4850051","愛知県小牧市下小針中島３－２１８","名豊興運　小牧南物流センター","","0568-74-7881","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23219","3205797431","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ジョイフル　小牧センター　豊川","コロナワールド","4850051","愛知県小牧市下小針中島３－２１８","名豊興運　小牧南物流センター","","0568-74-7881","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23219","3205797442","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ジョイフル　小牧センター　美濃","加茂","4850051","愛知県小牧市下小針中島３－２１８","名豊興運　小牧南物流センター","","0568-74-7881","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23219","3205797453","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ジョイフル　小牧センター　尾西","木曽川","4850051","愛知県小牧市下小針中島３－２１８","名豊興運　小牧南物流センター","","0568-74-7881","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","23219","3205797464","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ジョイフル　小牧センター　三河","幸田","4850051","愛知県小牧市下小針中島３－２１８","名豊興運　小牧南物流センター","","0568-74-7881","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27202","3205797475","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ジョイフル岸和田センター　和歌","山かつらぎ","5960016","大阪府岸和田市岸之浦町１１－７","","","072-436-3311","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27202","3205797486","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ジョイフル岸和田センター　滋賀","水口","5960016","大阪府岸和田市岸之浦町１１－７","","","072-436-3311","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27202","3205797490","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ジョイフル岸和田センター　伊賀","上野","5960016","大阪府岸和田市岸之浦町１１－７","","","072-436-3311","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13120","3205797501","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","４４８４　田柄福祉園　厨房内　一","冨士フードサービス　　山田　真寿","1790073","東京都練馬区田柄３－１４－９　田","柄福祉園　厨房内","","08024445061","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13107","3205797512","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","４２１８　墨田区立寺島中学校　厨","房内　一冨士フードサービス　　水","1310041","東京都墨田区八広１－１７－１５","墨田区立寺島中学校　厨房内","","08025478772","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13215","3205797523","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ピエトロ・バルコーネ　国立店","","1860003","東京都国立市富士見台３－１４－１","","","042-501-2448","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","13103","3205797534","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","日本管財　Ｂ２Ｆメンテナンスセン","ター　渡邉","1070052","東京都港区赤坂１－１２－３３ＡＮ","Ａホテル東京","","03-3505-9068","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","25206","3205797545","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","草津市役所庁舎　地下２階　日本管","財　草津市包括管理　設備","5250034","滋賀県草津市草津３－１３－３０","","","0775-61-2498","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27123","3205797556","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-4442","","","新大阪トラストタワー内１Ｆ防災","日本管財　設備担当　宮部","5320003","大阪府大阪市淀川区宮原３－５－３","６","","06-6350-1130","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","10202","3205797560","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","おおぎやラーメン　高崎問屋町店","","3700006","群馬県高崎市問屋町２丁目１１－２","店長様","","027-388-9800","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","20201","3205797571","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","ポムの樹　ＭＩＤＯＲＩ長野店","","3800823","長野県長野市南千歳１－２２－６","","","026-219-6114","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
" ","27114","3205797582","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","水野産業　　新大阪物流センタ【富","士物流】様【注文番号：０６Ｚ０５","5330031","大阪府大阪市東淀川区西淡路６－４","－１１１　延原倉庫４１号","","06-6990-1010","","","","","","06/25","６／２５必着","","","","","","","","1","","20","","","","","","","","",""
" ","11210","3205797593","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","水野産業　　関東物流センター","","3470010","埼玉県加須市大桑２－２４【注文番","号：０６Ｚ０５０１０】","","0480-76-0321","","","","",""," ","６／２４必着","","","","","","","","1","","20","","","","","","","","",""
" ","11210","3205797604","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","水野産業　　関東物流センター","","3470010","埼玉県加須市大桑２－２４【注文番","号：０６Ｚ０５００９】","","0480-76-0321","","","","",""," ","６／２４必着","","","","","","","","1","","20","","","","","","","","",""
" ","11210","3205797615","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","水野産業　　関東物流センター","","3470010","埼玉県加須市大桑２－２４【注文番","号：０６Ｚ０５００８】","","0480-76-0321","","","","",""," ","６／２４必着","","","","","","","","1","","20","","","","","","","","",""
" ","11110","3205797626","","20240621","","","ミドリ安全株式会社草加物流センタ","","3400003","埼玉県草加市稲荷５－２７－１","","","048-931-4490","323-62-3355","","","５５３８　コープ東岩槻店　御　担","当者","3390051","埼玉県さいたま市岩槻区南平野３－","１４－３","","048-757-0982","","","","",""," ","","","","","","","","","1","","20","","","","","","","","",""
